run_id,task_id,agent_id,model_id,model_family,label,seg,n_frag_total,n_steps_total
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-11880,django__django-11880,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,978,72
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-11885,django__django-11885,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1983,86
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-11951,django__django-11951,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,489,48
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-11964,django__django-11964,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1407,113
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-11999,django__django-11999,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,650,80
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12039,django__django-12039,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1033,79
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12050,django__django-12050,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,749,60
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12125,django__django-12125,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1890,136
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12143,django__django-12143,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1066,80
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12155,django__django-12155,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,759,47
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12193,django__django-12193,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,736,106
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12209,django__django-12209,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,2047,92
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12262,django__django-12262,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,785,59
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12273,django__django-12273,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,9329,67
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12276,django__django-12276,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,397,56
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12304,django__django-12304,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,524,71
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12308,django__django-12308,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1036,94
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12325,django__django-12325,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1102,88
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12406,django__django-12406,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1157,85
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12419,django__django-12419,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,453,53
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12663,django__django-12663,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1545,103
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12708,django__django-12708,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,818,63
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12713,django__django-12713,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,490,49
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12741,django__django-12741,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,502,53
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12754,django__django-12754,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1371,106
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12774,django__django-12774,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,845,82
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12858,django__django-12858,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,964,93
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-12965,django__django-12965,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1290,91
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13012,django__django-13012,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,699,70
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13023,django__django-13023,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,704,74
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13028,django__django-13028,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,501,63
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13033,django__django-13033,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1439,98
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13089,django__django-13089,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1676,89
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13109,django__django-13109,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,633,59
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13112,django__django-13112,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,2857,212
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13121,django__django-13121,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1485,117
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13128,django__django-13128,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1685,130
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13158,django__django-13158,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,984,87
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13195,django__django-13195,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1169,75
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13212,django__django-13212,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1096,99
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13279,django__django-13279,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,952,71
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13297,django__django-13297,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,773,69
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13315,django__django-13315,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,907,123
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13343,django__django-13343,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,804,85
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13344,django__django-13344,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1093,91
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13346,django__django-13346,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1385,83
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13363,django__django-13363,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,674,81
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13401,django__django-13401,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,868,93
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13406,django__django-13406,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1909,219
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13410,django__django-13410,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,245,30
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13417,django__django-13417,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,725,82
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13449,django__django-13449,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1376,99
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13512,django__django-13512,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,632,88
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13513,django__django-13513,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1029,74
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13516,django__django-13516,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1230,113
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13551,django__django-13551,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,772,59
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13568,django__django-13568,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1261,110
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13569,django__django-13569,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,980,101
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13590,django__django-13590,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,655,74
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13658,django__django-13658,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,721,70
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13670,django__django-13670,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,354,35
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13741,django__django-13741,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,626,73
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13786,django__django-13786,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,760,59
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13794,django__django-13794,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1262,92
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13807,django__django-13807,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1184,87
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13809,django__django-13809,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,887,76
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13810,django__django-13810,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,828,63
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13820,django__django-13820,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,710,57
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13821,django__django-13821,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,591,71
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13837,django__django-13837,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,937,66
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13925,django__django-13925,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1433,102
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13933,django__django-13933,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,432,82
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-13964,django__django-13964,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,719,91
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14007,django__django-14007,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,995,107
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14011,django__django-14011,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,758,51
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14017,django__django-14017,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1871,130
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14034,django__django-14034,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1327,74
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14053,django__django-14053,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,939,63
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14089,django__django-14089,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,360,58
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14122,django__django-14122,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1230,122
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14140,django__django-14140,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,441,48
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14155,django__django-14155,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,879,88
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14170,django__django-14170,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1153,74
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14238,django__django-14238,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,806,62
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14311,django__django-14311,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1109,66
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14315,django__django-14315,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,568,52
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14349,django__django-14349,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,958,79
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14351,django__django-14351,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1652,109
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14373,django__django-14373,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,581,50
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14376,django__django-14376,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,774,68
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14404,django__django-14404,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,720,74
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14434,django__django-14434,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,806,72
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14493,django__django-14493,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,695,46
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14500,django__django-14500,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,2637,169
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14534,django__django-14534,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1453,104
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14539,django__django-14539,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,2369,93
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14559,django__django-14559,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,772,69
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14580,django__django-14580,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,767,70
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14608,django__django-14608,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,738,74
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14631,django__django-14631,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1268,107
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14672,django__django-14672,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,594,62
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14725,django__django-14725,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,2049,123
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14752,django__django-14752,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,415,52
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14765,django__django-14765,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,690,70
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14771,django__django-14771,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,951,61
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14787,django__django-14787,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,396,34
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14792,django__django-14792,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1564,106
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14855,django__django-14855,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1133,119
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14915,django__django-14915,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,634,63
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14999,django__django-14999,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1210,100
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15022,django__django-15022,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1524,93
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15037,django__django-15037,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1101,83
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15098,django__django-15098,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1609,105
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15103,django__django-15103,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,670,83
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15104,django__django-15104,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,760,61
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15127,django__django-15127,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1151,58
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15128,django__django-15128,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1847,96
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15161,django__django-15161,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,992,96
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15252,django__django-15252,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,988,85
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15268,django__django-15268,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1742,120
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15277,django__django-15277,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,298,51
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15278,django__django-15278,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1336,95
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15280,django__django-15280,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,2024,126
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15315,django__django-15315,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1304,82
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15368,django__django-15368,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,950,89
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15375,django__django-15375,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1534,114
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15380,django__django-15380,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,896,99
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15382,django__django-15382,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1253,117
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15467,django__django-15467,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,558,60
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15499,django__django-15499,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1227,115
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15503,django__django-15503,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,2574,148
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15525,django__django-15525,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1785,82
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15554,django__django-15554,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1332,98
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15561,django__django-15561,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,577,54
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15563,django__django-15563,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,2354,138
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15569,django__django-15569,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,366,43
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15572,django__django-15572,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1128,60
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15629,django__django-15629,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1050,102
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15695,django__django-15695,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1729,90
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15731,django__django-15731,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,467,79
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15732,django__django-15732,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,969,87
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15741,django__django-15741,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1038,89
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15814,django__django-15814,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,823,64
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15851,django__django-15851,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1110,73
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15863,django__django-15863,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1118,85
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15916,django__django-15916,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,805,67
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15930,django__django-15930,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,800,96
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15957,django__django-15957,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1363,108
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15973,django__django-15973,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1337,110
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15987,django__django-15987,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,849,56
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16032,django__django-16032,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1971,219
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16082,django__django-16082,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1040,91
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16100,django__django-16100,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1400,100
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16116,django__django-16116,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1357,88
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16136,django__django-16136,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,851,80
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16139,django__django-16139,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,662,64
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16145,django__django-16145,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1488,65
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16255,django__django-16255,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,368,48
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16256,django__django-16256,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,638,87
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16263,django__django-16263,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1318,125
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16315,django__django-16315,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1326,82
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16333,django__django-16333,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,723,66
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16429,django__django-16429,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,936,56
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16454,django__django-16454,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1290,81
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16485,django__django-16485,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,726,40
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16493,django__django-16493,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,753,61
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-16502,django__django-16502,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1051,92
